,Rate,Review,Label
420,5.0, Thái độ phục vụ rất rất Thịt tươi ngon và thái miếng rất và bạch tuộc cũng to và đã Buffet kèm nhiều loại Salad để ăn kèm đồ chi hơi cay mà Kimbab ngon và nhiều Đồ desert có chè lại ưng,neu
624,4.0, Hôm nay trời Hà Nội se mưa Do lâu rồi không ăn kem Tràng Tiền nên mình cùng một người bạn tạt qua làm cái kem ốc Hôm nay có vẻ vắng vừa vào đã có người nhắc tắt máy dắt Vào trong không khí hơi ngột ngạt một toàn một mùi Mình và người bạn mua chiếc ốc quế nhưng có vẻ như bây giờ kem nhanh chảy hơn trước nhưng mùi vị thì vẫn Có điều nhân viên bán hàng không thân thiện cởi Mình mua cái hết đưa mà chỉ trả lại Nếu không có tiền trả lại thì ít ra cũng nói một đây lại chẳng nói năng gì cả lơ đi Khó chịu với cái thái độ,neg
282,9.4, Hàng này thì quá nổi rồi còn gì pate ngon và cũng nhiều ăn xuất là no căng rồi Tương ớt ở đây cũng bánh mì thì mềm giòn đều nói chung là cực duyệt sốt vang cũng ổn vụ nhanh nhẹn nhiệt tình,pos
134,9.0, Lần đầu tiên đến đây và chắc chắn sẽ còn quay cả hợp gian yên ở đây giá cả vừa sốt chất lại không có gì để chê cộng nữa là chị chủ thoải tính và thân,pos
277,9.8, Eden coffee Nhà Thờ là đẹp như lời không đi thì quả là phí nằm phía bên trái của Nhà Thờ cạnh trường Hoàn hơi khó tìm vì phải đi qua sân quảng trường mới Quán có tầng là quầy các tầng còn lại là không gian giành cho Ưu điểm là tầng nào cũng đẹp nên tha hồ mà chọn chỗ theo sở thích luôn mình mới ngồi ở sân thượng nên không chụp được các chỗ khác sân thượng khá tuy không rộng lắm nhưng chọn góc để sống ảo thì cứ vô cộng thêm background nhìn thẳng ra nhà thờ nên ảnh cứ gọi là đẹp mê ly khác xa với con phố Lý Quốc Sư hay Nhà Chung đông thực sự bất ngờ là quán rất yên nhẹ hợp với họp mặt bạn Quán mang phong cách Bohemian nên nếu bạn chọn trang phục vintage chút thì sống ảo cực đẹp Nhân viên quán rất nhiệt thân thiện với Duy nhất điểm trừ là đồ uống hơi chát mà tỷ lệ nghịch với chất cho cốc trà cam xả bị chua quá và cho chanh xoài dứa chua khé cổ tự nhủ chắc bartender cho thiếu đường à mình khuyên các bạn đến đây nên gọi trà cho bình trà ấm người thế thôi chứ người vẫn uống thì sẽ kinh tế hơn mà ngồi lai rai buôn chuyện được Lảm nhảm vậy thôi chứ lần sau vẫn quay lại mình còn trẻ mình thích thì mình đi thôi,pos
582,4.2, Đồ uống ra rất Ăn xong chờ mới có đồ uống,neu
567,5.0, Món ăn rát ngon đa dạng nhân viên tận không gian thoáng đãng,pos
24,9.0, Hay uống món này mùa trứng thơm và uống xong cũng chỉ thòm thèm để uống thêm cốc nữa giá cả hợp lý,pos
516,4.6, Tự nhiên thèm trà sữa mà chỗ học ở Lê Thanh Nghị nên lượn qua đây luôn Thấy giá các bạn bình luận bảo oke mà mình thấy xót dã man menu ít món hơn ở Dingtea hay sao ý lượn qua lượn lại đành chọn greentea mousse thấy trân châu nổ có vẻ thú vị gọi thêm lô hội nữa Ui hóa ra cốc nhỏ còn cốc to nghĩ là ra uống Chatime còn ra đâu có huhu thấy bảo chất lượng đồ uống ở đây càng ngày càng giảm mình thấy cũng đúng không muốn so sánh gì đâu áa nhưng thực sự mình không thích trà ở đây bằng Dingtea hay được cái nhân viên rất niềm nở nhưng quán có vẻ hơi vắng,neu
990,3.2, Đồ ăn tạm Giá quá quả bưởi hết Gọi bia thì nhập nhèm bia ngoại vơi cả bia Không hài long vơi kiểu chặt chém thế này,neg
761,1.0, Tối hôm trời mát nên tôi đưa gia đình đi uống ghé qua quán này định vào thằng giữ xe đầu trọc chạy ra nói lùi xe lên vỉa Vỉa hè cao tôi đang lấy đà chuẩn bị lùi lên thì tự nhiên nó chạy ra cái thằng ngáo trích nguyên Một bà có vẻ chủ quán thì phải chạy ra mặt lạnh như tiền đứng trơ ra nhìn chằm Tôi hỏi là tại sao thằng kia chửi như thế thì lại giơ cái mặt lạnh ra không nói Tôi quá bất ngờ vì đến thời đại giữa thủ đô mà quán còn có thể loại giữ xe mất dạy vô văn hoá như Tôi đi thẳng và cạch mặt quán này từ giờ,neg
25,9.6, Lần đầu đến Giảng mặc dù đã nghe tiếng từ rất Mình với người yêu gọi cacao trứng và cafe Mình đã nghiện luôn cacao trứng từ Bọt trứng mềm mượt ăn ngậy không quá Mình không uống được cafe nhưng lại ghiền Quán có nhiều khách nước Bác chủ rất vui Mình với người yêu đều quyết định biến nơi đây thành quán ruột trong tất cả các ngày kỷ niệm luôn,pos
942,4.0, Hôm nay mình vừa mới đi ăn ở đây Nước lẩu giá cả hợp À mình gọi lẩu cay kim chi Nói chung là ngon vì mình định mời bạn bè đến đây ăn sinh nhật quán cũng sạch Nhưng gọi đồ mà như đi ăn xin ấy các cậu ạ Nhân viên ở đây kiểu thiếu tôn trọng khách mặt hằm hằm hỏi thì trả lời kiểu khó chịu Khiến mình cảm giác đi ăn không thoải mái chút Như đi vô nhà người yêu mà mẹ chồng khó tính ấy,neg
953,4.0, Mình không thể hiểu có mấy bạn rv trên quán mới mở đi ăn cùng ae công Nv nhận oder bằng máy tính bảng còn nc ốc cả bát dc vài con vài miếng đậu và miếng thịt như đầu bao h quay,neg
868,2.6, Mình đi ăn quán này đơn giản vì đĩa thịt vịt mình thấu chạy quảng cáo trên Nhưng khi đến nơi thì xin thưa nó không khác gì thịt vịt quay mua ngoài mà còn có phần kém sắc chán chung là cảm thấy qc đồ ăn giá rổ thì lộn tùng phèo hết Tính ra ăn k có cáo j ra hồn mà nói chung là mình rất ức chế với cái nh Đen cho mình là mình k đọc review trước kho về nhà mới thấy nó coa cả phốt trên mấy group ăn uống Các bạn tự đi mà tìm hiểu,neg
263,9.0, Chỗ ăn quen nên mình k chụp nhiều có giá các bạn mua voucher sẽ thì ăn suất chỉ hết free pepsi bia nhé hàng rộng tầng mỗi tầng chia thành nhiều bàn phù hợp đi theo viên dễ các e rất nhiệt tình order đồ và Cá nhân mình lần nào đi cũg tip vì độ nhiệt tình của các nướng tẩm ướp rất vừa mình thích nhất cá hồi nướng ở Thích ăn bao nhiêu gọi thoải mái có mấy loại mình thích ăn nhất lẩu nước dùng thanh ăn cùng bò cuốn nấm kim hải sản cùng miệng hơi ít món nhg cũg đủ loại sữa chưa và ít hoa Ăn thịt nhiều qá r cũg k còn đủ chỗ ăn tráng miệng bạn nên đến ăn thử chỉ kém sumo bbq và season bbq về khâu tráng miệng còn về đồ ăn mình thấy ngang và có phần nhỉnh hơn chút Riêng về giá tiền và nhân viên thì là hơn hẳn,pos
68,9.0, Vị trí nằm ở phan bội châu ngay mặt dễ nhìn dễ lại gần trung tâm thuận tiện cho việc ăn gần ngã tư lý thường kiệt phan bội châu gian quán đậm chất Việt có điều quán thường rất đăc biệt người nước ngoài đến đây ăn khá Decor giống kiểu hàng ăn đường nhưng sạch sẽ và ngăn nắp hơn ăn đặc biệt bánh bún nem ở đây mình rất Các món ăn đều mang hơi thở rất phù hợp cho thực khách khi muốn tìm hiểu về văn hóa việt viên phục vụ cũng nhiệt tình thân lúc quán đông thì phục vụ có hơi lâu chút cả hợp lí,pos
784,3.8, K ngon bằng cgv nhất là vị caramen va phô Bắp nổ hơi cháy,neg
741,1.0, Mình ko biết các bạn kinh doanh dịch vụ hay kinh doanh Thái độ nhân viên tồi xin thêm cồn hết đi rồi Dùng từ xin là lịch sự lắm mình mua dịch vụ của các bạn chứ mình ko có xin Nói năng cộc thái độ chỏn đưa đồ thì cứ ủn vs đẩy vào mặt ko nói đc Hôm qua ăn lẩu còn được thêm cái khăn ướt trong nồi nhè ra hết muốn Cũng ko biết quán bán lẩu bán rẻ hơn ở ngoài chút nên khó khăn Mong các bạn lần sau có chắt nc lẩu đừng chắt lại cả,neg
373,4.8, Tối qua Nói nhiều nhà hàng bufet lẩu nướng mức giá chấp có một vài nhận giá không tính menu phong khá Nước lẩu siêu mực cũng Nước chấm kèm cũng ok Không hiểu làm sao mà phục vụ quá tệ Rất không lóng Thịt cháy vậy ra cũng chỉ ngó nghiêng rồi vào quầy thu Mình gọi rát cổ bỏng họng mà tiếng liền nói mang mỗi thữ một tí nhưng cái không gọi thì mang ra rất cái có gọi thì sau tiếng nhắc vẫn không có làm sẵn thì mới chỉ thử cũng chỉ mang ra mặc dù có gọi bánh xèo nguôi ctempura cá trứng thì cá không toàn và nguội tanh khoai chiên nhật Bàn bên nhiều kết lại lần sau,neu
887,3.8, Mình và cả nhà đi ăn nhân dịp kỹ niệm năm ngày Hết Thông báo với quán lấy hóa nhân viên lấy thông tin và hứa lên hứa xuống sẽ gửi trong ngày sau đó mình gọi lại lần cách nhau tuần để thì cả quản lý và nhân viên đều hứa xin lỗi rối rít và bảo sẽ gửi hóa ngày qua rồi mà vẫn ko thấy hóa đơn được gửi hiểu cách phục vụ ở đây như thế nào,neg
112,9.6, Chỗ này ngon lắmm ăn lần đầu đã nghiện rồi,pos
257,10.0, mum nào các bạn ơi chảo này hấp đãn lắm,pos
952,4.0, Phục vụ quá lâu cho mỗi bát Bánh đa Khuyên bạn nào ít thời gian thì không nên đi ăn quán và đồng nghiệp ngồi đợi sau nhiều lần phàn nàn các em phục vụ vẫn hỏi nhau là chị ấy ăn Bánh đa cua phải không bên cạnh là chị gái gọi nồi lẩu và đĩa nộm đã ăn hết nửa tiếng trước nhưng chưa được ăn vụ quá lâu nên không chỉ mình mà một vài bàn khác bỏ về không thèm ăn,neg
93,9.2, Mỗi lần đến là phải ăn đủ k là nhìn món này lại thèm món đứa ăn phở chiên xào phở khoai chiên với trà Vừa no vừa ngon vừa rẻ,pos
97,9.0, Không gian quán rộng rãi thoải mái và rất mình đi vào ngày lễ còn đc tặng free kẹo bông trừ việc xếp hàg gọi đồ hơi lâu xíu thôi còn đồ uống ra rất chất lượng so vs giá cả là quá phù Giá đồ uống tuỳ,pos
884,3.8, Nghe mọi người nói thịt ở đây toàn nghe cũng nản nhưng cũng muốn đi thử xem thế Chẳng biết mọi người sao chứ mình thấy ăn rất thịt không quá nhiều nhưng nếu bớt chút nữa thì sẽ tuyệt vời hơn,neg
708,1.0, Htrc mình có đến để đặt bánh sinh nhật ở Anh Hoà Bakery Trần Đại Nghĩa và cực kì khó chịu với cách xử sự của nhân viên ở Bảo vệ thấy khách đến k thèm quay ra ngồi dửng dưng nc như k dắt xe hộ thì ít nhất cx chỉ cho khách chỗ để xe Nhân viên bán hàng thấy khách vào mà mặt như đâm Lạnh hơn K chào hỏi Khách muốn đặt bánh mà cứ chị đợi em chút quay đi túm tụm lại góc hết vs nhau k hiểu Giá cả lộn cùng hệ thống Anh Hoà Bakery mà giá cao hơn hẳn so với các cửa hàng Anh Hoà Thế là Sau khi gọi sang cửa hàng Anh Hoà khác thì nv cuối cùng cx chấp nhận hạ giá xuống VÀ TỪ ĐẤY MẶT NV KHÓ CHỊU NHƯ MÌNH NỢ TIỀN BẠN Ý Nc với khách k những k niềm nở vui vẻ mà lạnh tanh thậm chí là ghét và khó Mình đặt bánh sz lớn để mừng sn sếp đương nhiên phải chọn kĩ Nhưng điều đấy làm bạn nv tỏ thái độ khó chịu dù mình đặt bánh trả tiền chứ k hề xin Cửa hàng nóng và bthg thì ksao nhưng mình bị cò cưa đặt cái bánh mà phải đứng đấy cả tiếng đồng hồ nên rất mồ hôi đầy người rất khó Chất lượng bthg nhưng thái độ phục vụ khách của nv cực kì Khuyên các bạn k nên đặt bánh ở Anh Hoà cơ sở Trần Đại Nghĩa tránh rước bực vào,neg
211,9.8, Không gian trẻ thân thiện lại còn đẹp nữa viên thì phục vụ chu nhiệt uống ở đây rất rất phong phú và có nhiều lựa chọn lắm nhé,pos
37,9.0, Mình ăn chè hay thạch ở nhiều chỗ nhưng phải nói thật chưa chỗ nào làm thạch ngon bằng ở đây có cơ do vừa tiện đường vào ăn miến gần đấy nên mình quyết định chọn Ngọc Thạch Quán ở khu tập thể Kim Liên rất đông dù mình vào là tầm để xe ngay bên cạnh chỗ có cả bảo vệ nên khá yên rộng ngồi ăn luôn ở sân nhiều cây nên rất phải điền tên và tick chọn món trong menu có khi đến lượt họ sẽ bê ra viên của quán mặc đồng phục nhìn chuyên nhanh nhẹn gọi thạch xoài Caramen và thạch chanh Trân châu của quán siêu hình thức dai dai nhưng không bị quá thực sự hài Nước cốt ở dưới thạch là nước chanh leo còn ở bên thạch xoài thơm mùi caramen ăn cùng thì mịn và ăn rất sướng miệng luôn cả thì siêu cho rau câu trân châu và cho cốc có thêm caramen,pos
638,4.0, Phở cuốn ở đây hương vị cực kì bình thường và không có gì đặc Nước chấm chỉ đơn giản là nước mắm thêm nước và dưa góp không Bánh dai và cứng không Thịt thái miếng hơi dày và đun hơi quá lửa nên hơi bị thỉnh thoảng hơi hôi vì còn dính mỡ,neg
791,3.4, Mình đến Swing nhân dịp một hoạt động được tổ chức tại Lúc đến là khoảng trước đó bọn mình đã tụ tập ăn uống khá đầy đủ nên vào Swing với mục đích từ thiện là Tuy nhiên nhân viên ở đây với thái độ vô cùng khó vứt thẳng quyển menu xuống bàn bọn mình mình có người ngồi bán để nghe ca và gắt người gọi cho em đồ uống rồi thanh toán ngay cho Bọn mình chỉ nhẹ nhàng từ chối là bon mình không có nhu cầu nhưng em nhân viên đó vẫn kiên quyết quát lên bắt bọn mình phải gọi đồ Bọn mình khá khó chịu liên hệ vs ban tổ chức đêm nhạc và được khẳng định rằng ko phải bắt buộc gọi đồ uống khi đến Tuy em nhân viên đó tiếp tục với thái độ gắt quát to lên vs bọn mình là phải gọi mỗi ng đồ ko muốn làm to bọn mình chấp nhận gọi đồ và khi thanh toán bạn mình có thẻ KH giảm giá của Swing đưa cho nhân viên thì vẫn nhận được sự quát thẻ của chị đưa ra đây xem khi bê đồ uống ra cho bàn em này tiếp tục đi qua chỗ bọn mình lườm nguýt và có những câu nói tục tĩu với vẻ mặt câng câng thách bọn mình đến là xem ca nhạc ủng hộ từ thiện lại sử dụng dịch vụ của Swing nhưng cách phục vụ bọn mình nhận được lại ko đúng và hợp vừa mất tiền vừa nhận sự bực tức vào Mình thề đây là lần đầu tiên cũng là lần cuối cùng mình bước vào,neg
268,9.0, Lần đầu tiên biết tới quán là qua dễ mặt tiền thoáng và qua buổi trưa nên cửa hàng còn Nhân viên mình cho tiếp vừa đủ lại còn làm việc không bị vấp nữa hàng khá sạch sẽ và không bị ám mùi đồ ăn đâu Không gian khá cũng không quá rộng nhưng cũng không quá Mỗi tội bàn với ghế cao quá Chấm điểm cho món ăn thì xin được khen tấm tắc là ngon lắm lắm lắm ý Có đồ âu á lẫn lộn đi người gọi theo mình gọi suất dành cho người tại ăn cũng nhiều có lẫn heo Ngoài ra mình còn gọi thêm món ngoài món đùi gà hun khói với nước sốt đậm đặc bí truyền của quán ngon theo kiểu cả cơ thể cũng phải vận động để khen ngợi ý dã man vì đi ăn quán mới lần đầu đã ngon giá còn lại còn được trừ vì có đặt bàn qua TableNow ứng dụng kèm với Foody Giá ăn của set thập cẩm là món đùi gà giá là gọi đùi gà còn được tặng kèm món Mình chọn khoai Gọi thêm nước uống tiền sau khi được trừ đi là còn có tất cả những gì mình nhận được thì giá có nhích lên tí nữa cũng vô tư con Hãy đến với quán các bạn sẽ không hối hận,pos
390,5.0, Vào quán để thử vị trí mới trên phố nhớn thống peps thì hầu hết đều mặt tiền các phố nên vị trí dễ tìm không phải vậy các quán đều khá chật chội vì muốn tận dùng diện Riêng Nguyễn Du thì rộng và sáng sủa Phục vụ cũng nhanh nằm trên khu phố có nhiều văn phòng nên khách vào giờ trưa cũng đông hơn thường là dân văn phòng trông khá thanh lịch xinh thích ngắm mấy chị mặc đồ âu sơ mi công ăn cũng tương đương mọi quán,neu
932,2.6, Mới ăn ở Theo cảm nhận của riêng mình thì bún bình chẳng có gì đặc bát bún nhìn khá quán Chỉ ăn một lần ở đây thôi sẽ không quay lại,neg
637,2.8, Nhà hàng này sẽ làm hỏng hình ảnh của hệ thống cowboy jack nước và đồ ăn quá chán phục vụ có vẻ toàn sinh viên làm việc chậm và thiếu chuyên nghiệp sẽ không bao giờ quay lại nữa,neg
949,1.8, Mình hay đến đây ăn lắm nhưg càng ngày càng k thích Giá càng ngày càng đắt Mình đi người cứ ép phỉa gọi nồi Đồ ăn đong lên đĩa thì đong điêu đong ít Phục vụ thì chậm chạp rề rà lúc nhắc thì thái độ với khách Nói chung là bạn bè rủ rê thì đi cùng chứ chả bh muốn ăn ở đây nữa,neg
852,2.2, Kính gửi anh chị e trên diễn thực hôm nay ngẫu nhiên đọc được bài về quán này mình rất lấy làm bức xúc nên có vài ý kiến như mình và bạn hôm đi người đến thái độ của nhân viên trông xe hết sức vô văn phải nói là vô văn hóa mặc dù trông hình thức cũng bóng hất hàm cho khách tự mang xe sang đường gửi ăn nói cục cằn ko có chủ bọn mình gọi nước ép trái nhân viên đựng trong túi mang bọn mình có thắc mắc là tại sao ai cũng có cốc mà bọn mình ko có thì nhận được câu trả đây nước ép nào cũng đựng trong túi bóng thế Qua tìm bọn mình được biết cả tầng chỉ có bọn mình ĐƯỢC uống nước ép bằng túi bóng cắm ống hút và do quán hết Bên cạnh đó giá cả ở quán này rõ ràng cao hơn rất nhiều so với các quán khác dù chất lượng đồ uống rất bình về mình có phản ánh với nhân viên thu tiền dưới tầng rồi lại ra lấy xe và gặp mấy thanh niên trông xe vô văn hóa gây ức chế tập các bạn trẻ có sự lựa chọn sáng suốt khi chọn quán cafe quán có view tốt và vị trí đắc địa nên đông thế Thứ về view thì cũng chẳng ai vào quán rồi ngồi ngó đường vì quán ko có bacony hoàn toàn ngồi trong bên cạnh đó quán rất ồn do mức độ đi lại của phương tiện giao thông tại đoạn thứ quán được cái thuận tiện do gần khu trung tâm mua sắm thứ giá cả rất đắt đỏ so với chất lượng rất bình các bạn cũng tìm hiểu các quán khác ở gần đó để có sự lựa chọn sáng suốt hơn với thái độ nhân viên phục vụ giá cả hợp lý và một không gian thoáng đãng các bạn may,neg
545,5.0, Không gian thoáng mát nhân viên chu đáo Giá cả và chất lượng ok,neu
171,9.0, This is how i define bánh bao nhân thịt bbq huhuuuu best of the best lun ạ đây là món ngon nhất tr menu ở disum nói riêng và cá nhân sở thích của mình là loại bánh bao ngon nhất tr tất cả các thể loại dimsum ở hanoi nchung sánh ngang vs bánh bao kimsa ở Marriot đấy Bánh lúc mang ra vẫn còn vỏ ngoài xốp vàng giòn còn có vị ngọt ngọt ăn tan tr bên trong là thịt bbq mềm vừa có vị ngọt nhẹ vừa có vị mặn mặn ăn siu là perfect combination thật sự rất nghiện tuần nào cũg phải lên làm suất huhu must try musy try nhé mấy tín đồ bánh bao,pos
334,5.0, Tocotoco k có size S anyway không sao vẫn thấy khá là ngonnn gọi hồng trà ô mai mà k thấy vị trà đâu hết chỉ thấy như kiểu nước mơ cộng ô mai chua ép nước với tín đồ hồng trà mà như vậy là mình hem thích lắm à nha về các vị khác mình thấy khá ok vì cũng thử kha khá rồi sữa hơi ngọt chắc là sau phải bảo giảm đường sao thì như vậy cũng khá là được rồi,neu
984,2.6, Đắt khoảng miếng mà bé tí tẹo ngon vỏ ngoài quá giòn thịt hôi nhạt không có vị gì viên phục vụ mặt cau có thịt gà sống khi yêu cầu đổi lại cũng không thèm xin lỗi mà còn thái cuối cùng đến,neg
209,9.0, Ngay mặt đường Quang phong cách trang trí của quán giống quán chủ yếu là tông màu đen nên hơi nhưng khá viên hôm đấy mình gọi trà sữa xoài với chè khoai trà sữa thì phải công nhận ở đây ngon thật kiểu uống ngụm phát tỉnh cả người thơm mùi xoài điểm trừ là lúc mình đến mới mà quán hết cả trân châu đen với số Quán cũng không đông lắm chè khoai dẻo mình thấy khá nhưng phần lớn là đỗ nên mình không thích lắm ghét,pos
921,1.0, Lần đầu tiên mà đi ăn đồ nướng mà hội mình thấy thê thảm đến nằm tít trong cuối rất khó để tìm khách tụi mình đến ăn tối thứ đầu tuần ít khách mà nhân viên không dắt xe cho mà đúng ra là tự dắt vì lúc đó không có nhân Lễ tân tầng cũng không thấy Mình đến muộn cứ tự phải đi lên tầng tìm bàn bạn Bàn mình ngồi goc trong cùng tầng mà còn ngửi thấy mùi khai khai từ nhà vệ Nhân không biết các bạn ấy phục vụ cho bàn khác thế nào nhưng bàn mình người không thấy bạn nào nở nụ cười cảm giác không muốn tiếp thì Mặt như đâm bọn mình gọi thì một lúc sau có nhân viên tới hỏi hả như hình viên Sợ Đồ không các món ăn thì quá nướng cháy vỉ mà mãi mới lẩu nước thì cũng mãi mới Đồ ăn cảm giác hơi bị Rau sống có mùi như nước thịt chảy sợ dã Lúc ăn lẩu gọi mì tôm thì hết mì nhưng nhân viên không nói lại là còn hay Bạn phục vụ khác ra thì bảo bọn em hết mì nhưng bạn ấy không bảo hết Đồ bia sg coca Hoa quả tráng người mà chỉ mang miếng quả miếng ng ăn hết,neg
168,9.0, Các bạn ở hn muốn tìm chỗ ăn dimsum ngon thì đến đây là quá chuẩn luôn Từ tầng lotte nhìn xuống trung tâm thành phố rất Không gian của quán sang lịch Hôm mình ăn còn có anh tây phục vụ đẹp trai dã man chụp ảnh check in ở đây cũng sang chảnh cực Về món ăn thì miễn bàn chỉ có thể nói là rất dimsum nhân đậm vỏ dai cơm gà ngậy béo À riêng có bánh hoa quế thì m ko thích ăn ngọt quá nên thấy hơi,pos
447,4.8, Quán giờ ko có gì đặc vị ngọt ko thực sự gian cách đường nên sạch dễ hợp,neu
696,3.8, Quán khá Được giới thiệu là quán ngon nhưng mà ăn sốt vang thấy thất vọng ghê thì toàn mỡ giá cao so với chất lượng,neg
414,4.8, Quán khá Đi tầm người sẽ thích hơn tụ tập Mình ngồi bên ngoài có Gọi suất bánh mỳ chảo đầy đủ và suất So với quán trước mình ăn thì quán này ăn cũng Chỉ bánh thôi nhưng với mình thì nhanh ngán còn với người khác không biết thế Có wifi,neu
259,10.0, Không gian ấm cúng món ăn hấp nhân viên niền nở đồ tráng miệng ngon vô tuần nào cũng ăn mà vẫn ko thỏa mãn cơn kể chảo bò pho mai ăn thật ngon lẩu gà thơm mùi rượu nếp tạo cảm giác thèm ăn mà ko đừng được,pos
726,3.0, Phở ngon hay không thì tôi không nói Điều tôi muốn nói Thái độ phục thường được khuyến mại ngón tay cái của người bê bát Phải trả tiền người thu tiền mặt lạnh Chỗ Ngồi lộn mạnh ai người ấy Vệ Giấy ăn vứt như bãi chiến Bàn ghế thì bẩn thôi Dù là người Hà dù ngon đến mấy nhưng tôi không muốn quay Tôi bỏ tiền để mua dịch vụ chứ ko xin ai bao giờ,neg
830,4.0, Sẽ gây thích thú bởi decor lạ mắt thời bao cấp cũng như khiến các cụ có vài giờ sống lại khoảng thời gian xưa Mọi thứ về decor âm thanh bát đũa cốc chén đều tuyệt và chuẩn thời xưa nhiên đồ ăn thì k có gì đặc sắc giá hơi cao Gửi xe mất tiền và phục vụ hơi lâu dù mình đến lúc quán chỉ có khách,neg
245,10.0, Đồ tráng miệng phong phú nước uống ngon,pos
1003,3.4, Được hôm để xe máy sang bên không thu để vào mua vềlà lập tức có bảo kê ngồi ý tối còn hoạnh hoẹ là shop đồ bên cạnh nó mở cửa bây Nhỡ mà không nhớ hết đồ vào hỏi món lúc nó đông khách là đuuổi như đuổi không khác gì kiểu đông rồi không thèm khách của xôi Nói chung ngồi lại thì không nói chứ ai mua về nên gọi vác xác ra mua về chỉ tổ gặp lại cái văn hoá bún mắng cháo chửi của dân phố cổ mệt,neg
64,9.2, Kem vani ăn ngon khủng khiếp kem socola thì nhất,pos
699,3.4, Ăn Chảo hơi bé với làm ăn bẩn,neg
737,1.0, Kodo là một trong số ít các quán cafe có nhiều diện tích nhiều view đẹp và có thể tụ tập bạn bè tầng là bàn còn tầng trên cùng là ngồi Đi bộ quá là mỏi chân luôn có quà tặng Galaxy nên được giảm cho dòng Choka và quán rất giảm giá thì tao sẽ làm theo giảm giá nhiều đá nhạt không thấy vị gì hết của Ummi và Quá là thất vọng vì quán viên cũng sao bưng đồ chả bảo mặt còn hằm cả bạn trai ngày thứ hôm còn chưa kể không có crepe thích Kodo chứ bây giờ thì hết đến nhân viên dắt xe cũng hời hợt không hiểu sao khác với ngày đầu nên được training lại,neg
983,2.8, Buồn chiều ngày tớ đặt bàn cho ngày Bạn nữ nghe điện thoại còn nhắc mình là qua đúng ngày đặt bàn cho người khi đúng có quá nửa mọi người thì thấy nhà hàng đóng gọi cho bạn nữ hôm qua đặt bạn ấy còn hồn nhiên bảo ôi thế mình quên ko báo lại cho bạn nhà hàng hôm nay đóng bọn mình ê chề đi bạn mình lại ở khá lại lách cách đi về và tìm quán cái là chiều hôm trước bạn ấy vẫn nhận đặt hôm sau không có một câu báo trước để mình tìm địa điểm thất vọng với cách xử lý của bạn mặc dù chẳng biết có phải chủ quán không nhưng ko hề có thái độ áy náy chút,neg
914,3.4, Đến một lần và chắc không quay đồ ăn bình steak không có mùi nhất là các em phục vụ thì kiểu teen teen và kém chuyên nhà mình đi cùng các cháu có ầm ĩ một em gái ra mặt nặng như đeo gạch nói chị bảo cháu nói bé đúng như kiểu đi đi cho Xong lúc thanh toán một em teen khác định PR gì đó về ưu đãi lần tiếp theo thì em mặt gạch kia chạy ra ngay và thì thầm gì đó ngay trước mặt xong thấy em PR tắt đài Vãi cả phục vụ và chất lượng,neg
493,4.6, Hôm nay mình mới thử Ốc vi cảm nhận đầu tiên là quán khá dễ đối diện quấn cầu phố có rất nhiều Tây qua ăn tầm trưa đi người có gọi nui xào hải càng ghẹ rang cái cuốn tôm thịt và quả dừa mà thất vọng dã nui xào hải sản thì toàn rau và hành đc miếng con nui thì cái cuốn tôm thịt thì nhạt được mỗi càng ghẹ rang me thì tạm dừa thì mình k biết có pha nước đường vào k mà ngọt lợ Giá thì cao xào hải sản cuốn tôm thịt ghẹ rang me quả dừa viên thì lờ quán sẽ vào black list của mình Tạm biệt và ko quay lại,neu
752,1.4, Ăn vài lần rồi nhưng mãi vẫn không thể nào thích quán lại Đồ ăn cũng tàm tạm nhưng lèo tèo ít thịt với Cái chính là thái độ của nhân lúc nào đi qua cũng mời chào rồi còn có lần chặn cả đầu nhất là mấy thg trông xe rất hay trêu con gái nhà người trông như mấy thg du côn bị ngáo mỗi lần đi qua sợ chết khiếp,neg
678,3.4, Quán thì khá là đông nhưng chất lượng thì ko có gì nổi bật chảo có quả trứng và lát pate nhìn k đẹp mắt và cũng k hấp dẫn như các nơi Sốt vang thì ăn nhưng thịt ko trong bát sốt vang toàn nước có mấy miếng thịt và cả mỡ Nói chung k ấn tượng và k có ý định quay lại,neg
562,4.8, Chắc hẳn chẳng ai xa lạ gì với feeling tea cả và chất lượng thì vẫn thể nói đây là hãng trà sữa khá rẻ nên ko thể đòi hỏi chất lượng cao chỉ thấy bh feeling tea đổi mẫu mã đẹp bắt mắt hơn tea chùa láng trên mà đi vào mùa hè thì rất,neu
413,5.0, Nhờ có cái quán crepe đầu ngõ nên mới biết cái quán sâu tít bên trong nhưng cứ đi không khó tìm đâu tượng đầu tiên là trông quán như cái nhà trẻ cái màu xanh thanh sắt trắng Không gian không có chỗ ngồi mấy dễ tính nhưng đồ uống thì chán thôi Hoa quả mix thì chẳng có gì múc lên chỉ thấy miếng dưa hấu to đùng mà cũng không nhớ trong cốc có gì khi ăn xong Sinh tố việt chẳng thấy việt quất toàn đá là màu thì nhạt Chán chẳng buồn nói quay lại nhân viên cũng hem nice Hiuhiu,neu
